Index,Address,Lat,Lon
480,Walter Reed Community Center / Walter Reed Dr & 16th St S,38.8577266,-77.0870243
481,Ward Circle / American University,38.937273,-77.087111
482,Washington & Independence Ave SW/HHS,38.8865983,-77.0144604
483,Washington Adventist U / Flower Ave & Division St,38.9859708,-77.0005571
484,Washington Blvd & 10th St N,38.8844372,-77.0929692
485,Washington Blvd & 7th St N,38.8807537,-77.0905081
486,Washington Blvd & N Frederick St,38.8848791,-77.1279655
487,Washington Blvd & Walter Reed Dr ,38.872487,-77.0813339
488,Westpark & Jones Branch Dr,38.9252237,-77.2189649
489,Westpark & Park Run Dr,38.9288233,-77.2269328
490,Westpark Dr & Leesburg Pike,38.9239058,-77.2364216
491,Wheaton Metro/Georgia Ave & Reedie Dr,39.0386409,-77.0509412
492,Wilson Blvd & Franklin Rd,38.8904029,-77.0886921
493,Wilson Blvd & N Edgewood St,38.8891987,-77.0917965
494,Wilson Blvd & N Illinois St ,38.8766728,-77.1271311
495,Wilson Blvd & N Oakland St,38.8812192,-77.1040911
496,Wilson Blvd & N Quincy St,38.8798836,-77.1075483
497,Wilson Blvd & N Uhle St,38.8915558,-77.0848664
498,Windham Ln & Amherst Ave,39.0319527,-77.047111
499,Wisconsin Ave & Brandywine St NW,38.9496833,-77.080393
500,Wisconsin Ave & Ingomar St NW,38.9580041,-77.0843187
501,Wisconsin Ave & Macomb St NW,38.9334905,-77.0724292
502,Wisconsin Ave & Newark St NW,38.9346366,-77.0725243
503,Wisconsin Ave & O St NW,38.9078565,-77.0635823
504,Woodmont Ave & Strathmore St,38.9799475,-77.0931058
505,Yuma St & Tenley Circle NW,38.9462929,-77.0784286
